Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,Karyawan Beratahan,Travel_Rarely,634,Research & Development,17,Master,Medical,Medium,Female,95,High,Intermediate ,Manager,Low,Married,11916,25927,1,Yes,23,Very High,Very High,Medium,9,2,Excellent,9,1,0,8
31,Karyawan Beratahan,Travel_Rarely,525,Sales,6,Master,Medical,Low,Male,66,Very High,Advanced,Sales Executive,Very High,Divorced,5460,6219,4,No,22,Very High,Very High,Medium,13,4,Outstanding,7,7,5,7
52,Karyawan Beratahan,Non-Travel,771,Sales,2,Master,Life Sciences,Low,Male,79,Medium,Advanced,Manager,High,Single,19068,21030,1,Yes,18,High,Very High,Very High,33,2,Outstanding,33,7,15,12
33,Karyawan Beratahan,Travel_Rarely,1069,Research & Development,1,Bachelor,Life Sciences,Medium,Female,42,Medium,Advanced,Healthcare Representative,Very High,Single,6949,12291,0,No,14,High,Low,Very High,6,3,Excellent,5,0,1,4
33,Karyawan Beratahan,Non-Travel,750,Sales,22,College,Marketing,High,Male,95,High,Advanced,Sales Executive,Medium,Married,6146,15480,0,No,13,High,Low,Low,8,2,Outstanding,7,7,0,7
34,Karyawan Beratahan,Travel_Rarely,285,Research & Development,29,Bachelor,Medical,Medium,Male,86,High,Advanced,Laboratory Technician,High,Married,5429,17491,4,No,13,High,Low,Medium,10,1,Excellent,8,7,7,7
51,Karyawan Beratahan,Travel_Rarely,432,Research & Development,9,Master,Life Sciences,Very High,Male,96,High,Basic,Laboratory Technician,Very High,Married,2075,18725,3,No,23,Very High,Medium,Medium,10,4,Excellent,4,2,0,3
50,Karyawan Beratahan,Travel_Rarely,797,Research & Development,4,Below College,Life Sciences,Low,Male,96,High,Advanced,Research Director,Medium,Divorced,19144,15815,3,No,14,High,Low,Medium,28,4,Good,10,4,1,6
46,Karyawan Beratahan,Travel_Rarely,168,Sales,4,College,Marketing,Very High,Female,33,Medium,Advanced,Manager,Medium,Married,18789,9946,2,No,14,High,High,Low,26,2,Excellent,11,4,0,8
22,Karyawan Beratahan,Travel_Rarely,217,Research & Development,8,Below College,Life Sciences,Medium,Male,94,Low,Basic,Laboratory Technician,Low,Married,2451,6881,1,No,15,High,Low,Low,4,3,Good,4,3,1,1
29,Karyawan Beratahan,Travel_Frequently,1413,Sales,1,Below College,Medical,Medium,Female,42,High,Intermediate ,Sales Executive,Very High,Married,7918,6599,1,No,14,High,Very High,Low,11,5,Excellent,11,10,4,1
22,Karyawan Beratahan,Travel_Rarely,1136,Research & Development,5,Bachelor,Life Sciences,Very High,Male,60,Very High,Basic,Research Scientist,Medium,Divorced,2328,12392,1,Yes,16,High,Low,Low,4,2,Good,4,2,2,2
46,Karyawan Beratahan,Travel_Rarely,1402,Sales,2,Bachelor,Marketing,High,Female,69,High,Advanced,Manager,Low,Married,17048,24097,8,No,23,Very High,Low,Very High,28,2,Excellent,26,15,15,9
29,Karyawan Beratahan,Travel_Rarely,332,Human Resources,17,Bachelor,Other,Medium,Male,51,Medium,Intermediate ,Human Resources,Low,Single,7988,9769,1,No,13,High,Low,Very High,10,3,Good,10,9,0,9
38,Karyawan Beratahan,Travel_Frequently,653,Research & Development,29,Doctor,Life Sciences,Very High,Female,50,High,Advanced,Laboratory Technician,Very High,Single,2406,5456,1,No,11,High,Very High,Very High,10,2,Excellent,10,3,9,9
41,Karyawan Beratahan,Travel_Rarely,465,Research & Development,14,Bachelor,Life Sciences,Low,Male,56,High,Basic,Research Scientist,High,Divorced,2451,4609,4,No,12,High,Low,Low,13,2,Excellent,9,8,1,8
40,Karyawan Beratahan,Non-Travel,663,Research & Development,9,Master,Other,High,Male,81,High,Advanced,Laboratory Technician,High,Divorced,3975,23099,3,No,11,High,High,Medium,11,2,Outstanding,8,7,0,7
31,Karyawan Beratahan,Non-Travel,587,Sales,2,Master,Life Sciences,Very High,Female,57,High,Intermediate ,Sales Executive,High,Divorced,9852,8935,1,Yes,19,High,Low,Low,10,5,Good,10,8,9,6
50,Karyawan Beratahan,Travel_Frequently,809,Sales,12,Bachelor,Marketing,High,Female,77,High,Intermediate ,Sales Executive,Very High,Single,9208,6645,4,No,11,High,Very High,Very High,16,3,Excellent,2,2,2,1
51,Karyawan Beratahan,Travel_Rarely,770,Human Resources,5,Bachelor,Life Sciences,High,Male,84,High,Advanced,Manager,Medium,Divorced,14026,17588,1,Yes,11,High,Medium,Low,33,2,Excellent,33,9,0,10
31,Karyawan Beratahan,Travel_Frequently,798,Research & Development,7,College,Life Sciences,High,Female,48,Medium,Intermediate ,Manufacturing Director,High,Married,8943,14034,1,No,24,Very High,Low,Low,10,2,Excellent,10,9,8,9
45,Karyawan Beratahan,Travel_Rarely,194,Research & Development,9,Bachelor,Life Sciences,Medium,Male,60,High,Advanced,Laboratory Technician,Medium,Divorced,2348,10901,8,No,18,High,High,Low,20,2,Low,17,9,0,15
52,Karyawan Beratahan,Non-Travel,715,Research & Development,19,Master,Medical,Very High,Male,41,High,Basic,Research Scientist,Very High,Married,4258,26589,0,No,18,High,Low,Low,5,3,Excellent,4,3,1,2
58,Karyawan Keluar,Travel_Rarely,147,Research & Development,23,Master,Medical,Very High,Female,94,High,Intermediate ,Healthcare Representative,Very High,Married,10312,3465,1,No,12,High,Very High,Low,40,3,Good,40,10,15,6
30,Karyawan Keluar,Travel_Rarely,1005,Research & Development,3,Bachelor,Technical Degree,Very High,Female,88,High,Basic,Research Scientist,Low,Single,2657,8556,5,Yes,11,High,High,Very High,8,5,Excellent,5,2,0,4
29,Karyawan Beratahan,Travel_Rarely,1210,Sales,2,Bachelor,Medical,Low,Male,78,Medium,Advanced,Sales Executive,Medium,Married,6644,3687,2,No,19,High,Medium,Medium,10,2,Excellent,0,0,0,0
44,Karyawan Beratahan,Travel_Rarely,477,Research & Development,7,Master,Medical,Low,Female,42,Medium,Intermediate ,Healthcare Representative,Very High,Married,10248,2094,3,No,14,High,Very High,Low,24,4,Excellent,22,6,5,17
36,Karyawan Beratahan,Travel_Frequently,1195,Research & Development,11,Bachelor,Life Sciences,Medium,Male,95,Medium,Advanced,Manufacturing Director,Medium,Single,6499,22656,1,No,13,High,High,Very High,6,3,Excellent,6,5,0,3
31,Karyawan Beratahan,Travel_Rarely,408,Research & Development,9,Master,Life Sciences,High,Male,42,Medium,Basic,Research Scientist,Medium,Single,2657,7551,0,Yes,16,High,Very High,Very High,3,5,Excellent,2,2,2,2
21,Karyawan Beratahan,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,Very High,Female,70,Medium,Basic,Research Scientist,Medium,Single,2070,25326,1,Yes,11,High,High,Very High,2,6,Outstanding,2,2,2,2
36,Karyawan Beratahan,Travel_Frequently,1467,Sales,11,College,Technical Degree,Medium,Female,92,High,Intermediate ,Sales Executive,Very High,Married,9738,22952,0,No,14,High,High,Low,10,6,Excellent,9,7,2,8
25,Karyawan Beratahan,Travel_Rarely,685,Research & Development,1,Bachelor,Life Sciences,Low,Female,62,High,Advanced,Manufacturing Director,High,Married,4898,7505,0,No,12,High,Very High,Medium,5,3,Excellent,4,2,1,2
46,Karyawan Beratahan,Non-Travel,1144,Research & Development,7,Master,Medical,High,Female,30,High,Advanced,Manufacturing Director,High,Married,5258,16044,2,No,14,High,High,Very High,7,2,Outstanding,1,0,0,0
29,Karyawan Beratahan,Travel_Rarely,738,Research & Development,9,Doctor,Other,Medium,Male,30,Medium,Basic,Laboratory Technician,Very High,Single,3983,7621,0,No,17,High,High,Very High,4,2,Excellent,3,2,2,2
44,Karyawan Keluar,Travel_Frequently,920,Research & Development,24,Bachelor,Life Sciences,Very High,Male,43,High,Basic,Laboratory Technician,High,Divorced,3161,19920,3,Yes,22,Very High,Very High,Low,19,0,Low,1,0,0,0
26,Karyawan Beratahan,Travel_Rarely,933,Sales,1,Bachelor,Life Sciences,High,Male,57,High,Advanced,Sales Executive,High,Married,5296,20156,1,No,17,High,Medium,Low,8,3,Excellent,8,7,7,7
55,Karyawan Beratahan,Non-Travel,444,Research & Development,2,Below College,Medical,High,Male,40,Medium,Advanced,Manager,Low,Single,16756,17323,7,No,15,High,Medium,Very High,31,3,Outstanding,9,7,6,2
35,Karyawan Beratahan,Travel_Rarely,464,Research & Development,4,College,Other,High,Male,75,High,Basic,Laboratory Technician,Very High,Divorced,1951,10910,1,No,12,High,High,Low,1,3,Excellent,1,0,0,0
29,Karyawan Keluar,Travel_Frequently,337,Research & Development,14,Below College,Other,High,Female,84,High,Intermediate ,Healthcare Representative,Very High,Single,7553,22930,0,Yes,12,High,Low,Very High,9,1,Excellent,8,7,7,7
32,Karyawan Beratahan,Travel_Rarely,498,Research & Development,3,Master,Medical,High,Female,93,High,Advanced,Manufacturing Director,Low,Married,6725,13554,1,No,12,High,High,Low,8,2,Outstanding,8,7,6,3
41,Karyawan Keluar,Travel_Rarely,1356,Sales,20,College,Marketing,Medium,Female,70,High,Basic,Sales Representative,Medium,Single,3140,21728,1,Yes,22,Very High,Very High,Very High,4,5,Good,4,3,0,2
28,Karyawan Keluar,Travel_Rarely,890,Research & Development,2,Master,Medical,High,Male,46,High,Basic,Research Scientist,High,Single,4382,16374,6,No,17,High,Very High,Very High,5,3,Good,2,2,2,1
35,Karyawan Beratahan,Travel_Frequently,482,Research & Development,4,Master,Life Sciences,High,Male,87,High,Advanced,Research Scientist,High,Single,4249,2690,1,Yes,11,High,Medium,Very High,9,3,Excellent,9,6,1,1
28,Karyawan Beratahan,Travel_Frequently,791,Research & Development,1,Master,Medical,Very High,Male,44,High,Basic,Laboratory Technician,High,Single,2154,6842,0,Yes,11,High,High,Very High,5,2,Good,4,2,0,2
45,Karyawan Beratahan,Travel_Frequently,1199,Research & Development,7,Master,Life Sciences,Low,Male,77,Very High,Advanced,Manufacturing Director,High,Married,6434,5118,4,No,17,High,Very High,Low,9,1,Excellent,3,2,0,2
42,Karyawan Beratahan,Travel_Rarely,933,Research & Development,29,Bachelor,Life Sciences,Medium,Male,98,High,Advanced,Manufacturing Director,Medium,Married,4434,11806,1,No,13,High,Very High,Low,10,3,Good,9,8,7,8
29,Karyawan Beratahan,Non-Travel,746,Sales,2,Bachelor,Life Sciences,Very High,Male,61,High,Advanced,Sales Executive,High,Married,4649,16928,1,No,14,High,Low,Low,4,3,Good,4,3,0,2
26,Karyawan Beratahan,Travel_Rarely,583,Research & Development,4,College,Life Sciences,High,Male,53,High,Basic,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Very High,Medium,Very High,8,2,Good,8,5,2,2
59,Karyawan Beratahan,Travel_Rarely,1435,Sales,25,Bachelor,Life Sciences,Low,Female,99,High,Intermediate ,Sales Executive,Low,Single,7637,2354,7,No,11,High,Very High,Very High,28,3,Good,21,16,7,9
31,Karyawan Beratahan,Travel_Rarely,670,Research & Development,26,Below College,Life Sciences,Low,Male,31,High,Basic,Research Scientist,High,Divorced,2911,15170,1,No,17,High,Very High,Low,5,1,Good,5,2,4,3
52,Karyawan Beratahan,Travel_Rarely,319,Research & Development,3,Bachelor,Medical,Very High,Male,39,Medium,Intermediate ,Manufacturing Director,High,Married,7969,19609,2,Yes,14,High,High,Very High,28,4,Excellent,5,4,0,4
38,Karyawan Beratahan,Travel_Rarely,330,Research & Development,17,Below College,Life Sciences,High,Female,65,Medium,Intermediate ,Healthcare Representative,High,Married,8823,24608,0,No,18,High,Low,Low,20,4,Good,19,9,1,9
30,Karyawan Beratahan,Travel_Rarely,1427,Research & Development,2,Below College,Medical,Medium,Male,35,Medium,Basic,Laboratory Technician,Very High,Single,2720,11162,0,No,13,High,Very High,Very High,6,3,Excellent,5,3,1,2
39,Karyawan Keluar,Travel_Frequently,203,Research & Development,2,Bachelor,Life Sciences,Low,Male,84,High,Advanced,Healthcare Representative,Very High,Divorced,12169,13547,7,No,11,High,Very High,High,21,4,Excellent,18,7,11,5
34,Karyawan Beratahan,Non-Travel,697,Research & Development,3,Master,Life Sciences,High,Male,40,Medium,Basic,Research Scientist,Very High,Married,2979,22478,3,No,17,High,Very High,High,6,2,Excellent,0,0,0,0
41,Karyawan Beratahan,Travel_Rarely,1411,Research & Development,19,College,Life Sciences,High,Male,36,High,Advanced,Research Scientist,Low,Divorced,3072,19877,2,No,16,High,Low,Medium,17,2,Good,1,0,0,0
26,Karyawan Keluar,Travel_Rarely,471,Research & Development,24,Bachelor,Technical Degree,High,Male,66,Low,Basic,Laboratory Technician,Very High,Single,2340,23213,1,Yes,18,High,Medium,Very High,1,3,Low,1,0,0,0
42,Karyawan Beratahan,Travel_Frequently,1271,Research & Development,2,Below College,Medical,Medium,Male,35,High,Basic,Research Scientist,Very High,Single,2515,9068,5,Yes,14,High,Very High,Very High,8,2,Excellent,2,1,2,2
41,Karyawan Beratahan,Travel_Rarely,314,Human Resources,1,Bachelor,Human Resources,Very High,Male,59,Medium,Advanced,Manager,High,Married,19189,19562,1,No,12,High,Medium,Low,22,3,Excellent,22,7,2,10
30,Karyawan Beratahan,Travel_Rarely,1358,Sales,16,Below College,Life Sciences,Very High,Male,96,High,Advanced,Sales Executive,High,Married,5301,2939,8,No,15,High,High,Medium,4,2,Good,2,1,2,2
30,Karyawan Beratahan,Non-Travel,111,Research & Development,9,Bachelor,Medical,High,Male,66,High,Advanced,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,High,High,Medium,12,4,Excellent,12,9,6,10
19,Karyawan Keluar,Travel_Rarely,419,Sales,21,Bachelor,Other,Very High,Male,37,Medium,Basic,Sales Representative,Medium,Single,2121,9947,1,Yes,13,High,Medium,Very High,1,3,Outstanding,1,0,0,0
27,Karyawan Beratahan,Travel_Rarely,618,Research & Development,4,Bachelor,Life Sciences,Medium,Female,76,High,Basic,Research Scientist,High,Single,2318,17808,1,No,19,High,High,Very High,1,2,Excellent,1,1,0,0
38,Karyawan Beratahan,Travel_Rarely,119,Sales,3,Bachelor,Life Sciences,Low,Male,76,High,Intermediate ,Sales Executive,High,Divorced,10609,9647,0,No,12,High,High,Medium,17,6,Good,16,10,5,13
36,Karyawan Beratahan,Non-Travel,1229,Sales,8,Master,Technical Degree,Low,Male,84,High,Advanced,Sales Executive,Very High,Divorced,5079,25952,4,No,13,High,Very High,Medium,12,3,Excellent,7,7,0,7
32,Karyawan Keluar,Travel_Rarely,1033,Research & Development,9,Bachelor,Medical,Low,Female,41,High,Basic,Laboratory Technician,Low,Single,4200,10224,7,No,22,Very High,Low,Very High,10,2,Outstanding,5,4,0,4
39,Karyawan Beratahan,Travel_Rarely,1329,Sales,4,Master,Life Sciences,Very High,Female,47,Medium,Advanced,Sales Executive,High,Married,5902,14590,4,No,14,High,High,Low,17,1,Outstanding,15,11,5,9
33,Karyawan Keluar,Travel_Frequently,1076,Research & Development,3,Bachelor,Life Sciences,Low,Male,70,High,Basic,Research Scientist,Low,Single,3348,3164,1,Yes,11,High,Low,Very High,10,3,Excellent,10,8,9,7
46,Karyawan Beratahan,Travel_Rarely,1485,Research & Development,18,Bachelor,Medical,High,Female,87,High,Advanced,Manufacturing Director,High,Divorced,4810,26314,2,No,14,High,High,Low,19,5,Good,10,7,0,8
46,Karyawan Beratahan,Travel_Rarely,1125,Sales,10,Bachelor,Marketing,High,Female,94,Medium,Intermediate ,Sales Executive,Very High,Married,9071,11563,2,Yes,19,High,High,Low,15,3,Excellent,3,2,1,2
41,Karyawan Beratahan,Travel_Rarely,263,Research & Development,6,Bachelor,Medical,Very High,Male,59,High,Basic,Laboratory Technician,Low,Single,4721,3119,2,Yes,13,High,High,Very High,20,3,Excellent,18,13,2,17
39,Karyawan Beratahan,Travel_Rarely,141,Human Resources,3,Bachelor,Human Resources,High,Female,44,Very High,Advanced,Human Resources,Medium,Married,6389,18767,9,No,15,High,High,Low,12,3,Low,8,3,3,6
34,Karyawan Keluar,Non-Travel,1362,Sales,19,Bachelor,Marketing,Low,Male,67,Very High,Advanced,Sales Executive,Very High,Single,5304,4652,8,Yes,13,High,Medium,Very High,9,3,Good,5,2,0,4
34,Karyawan Beratahan,Travel_Rarely,419,Research & Development,7,Master,Life Sciences,Low,Female,53,High,Intermediate ,Research Director,Medium,Single,11994,21293,0,No,11,High,High,Very High,13,4,Excellent,12,6,2,11
29,Karyawan Beratahan,Travel_Rarely,144,Sales,10,Below College,Marketing,Very High,Female,39,Medium,Advanced,Sales Executive,Medium,Divorced,8268,11866,1,Yes,14,High,Low,Medium,7,2,Excellent,7,7,1,7
37,Karyawan Beratahan,Travel_Rarely,290,Research & Development,21,Bachelor,Life Sciences,Medium,Male,65,Very High,Basic,Research Scientist,Low,Married,3564,22977,1,Yes,12,High,Low,Low,8,3,Good,8,7,1,7
35,Karyawan Beratahan,Travel_Rarely,1229,Research & Development,8,Below College,Life Sciences,Very High,Male,36,Very High,Basic,Laboratory Technician,Very High,Married,2269,4892,1,No,19,High,Very High,Very High,1,2,Excellent,1,0,0,1
46,Karyawan Beratahan,Travel_Rarely,644,Research & Development,1,Master,Medical,Very High,Male,97,High,Intermediate ,Healthcare Representative,Low,Divorced,9396,12368,7,No,16,High,High,Low,17,3,Excellent,4,2,0,3
47,Karyawan Keluar,Travel_Frequently,719,Sales,27,College,Life Sciences,Medium,Female,77,Very High,Advanced,Sales Executive,High,Single,6397,10339,4,Yes,12,High,Very High,Very High,8,2,Excellent,5,4,1,3
30,Karyawan Beratahan,Travel_Frequently,1012,Research & Development,5,Master,Life Sciences,Medium,Male,75,Medium,Basic,Research Scientist,Very High,Divorced,3761,2373,9,No,12,High,Medium,Low,10,3,Good,5,4,0,3
29,Karyawan Beratahan,Travel_Rarely,1107,Research & Development,28,Master,Life Sciences,High,Female,93,High,Basic,Research Scientist,Very High,Divorced,2514,26968,4,No,22,Very High,Low,Low,11,1,Excellent,7,5,1,7
50,Karyawan Beratahan,Travel_Rarely,1207,Research & Development,28,Below College,Medical,Very High,Male,74,Very High,Basic,Laboratory Technician,High,Married,3221,3297,1,Yes,11,High,High,High,20,3,Excellent,20,8,3,8
34,Karyawan Beratahan,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,Medium,Female,70,High,Advanced,Sales Executive,High,Married,5714,5829,1,No,20,Very High,Low,Very High,6,3,Good,6,5,1,3
31,Karyawan Keluar,Travel_Rarely,330,Research & Development,22,Master,Medical,Very High,Male,98,High,Advanced,Manufacturing Director,High,Married,6179,21057,1,Yes,15,High,Very High,Medium,10,3,Good,10,2,6,7
48,Karyawan Beratahan,Travel_Rarely,277,Research & Development,6,Bachelor,Life Sciences,Low,Male,97,Medium,Advanced,Healthcare Representative,High,Single,4240,13119,2,No,13,High,Very High,Very High,19,0,Excellent,2,2,2,2
43,Karyawan Beratahan,Travel_Rarely,1473,Research & Development,8,Master,Other,High,Female,74,High,Advanced,Healthcare Representative,High,Divorced,4522,2227,4,Yes,14,High,Very High,Very High,8,3,Excellent,5,2,0,2
34,Karyawan Beratahan,Travel_Rarely,258,Sales,21,Master,Life Sciences,Very High,Male,74,Very High,Advanced,Sales Executive,Very High,Single,5337,19921,1,No,12,High,Very High,Very High,10,3,Excellent,10,7,5,7
60,Karyawan Beratahan,Travel_Rarely,696,Sales,7,Master,Marketing,Medium,Male,52,Very High,Advanced,Sales Executive,Very High,Divorced,5220,10893,0,Yes,18,High,Medium,Low,12,3,Excellent,11,7,1,9
52,Karyawan Beratahan,Travel_Rarely,258,Research & Development,8,Master,Other,High,Female,54,High,Basic,Laboratory Technician,Low,Married,2950,17363,9,No,13,High,High,Very High,12,2,Low,5,4,0,4
25,Karyawan Beratahan,Travel_Rarely,1280,Research & Development,7,Below College,Medical,Very High,Male,64,Medium,Basic,Research Scientist,Very High,Married,2889,26897,1,No,11,High,High,Medium,2,2,Excellent,2,2,2,1
46,Karyawan Beratahan,Travel_Rarely,705,Sales,2,Master,Marketing,Medium,Female,83,High,Advanced,Manager,Low,Single,18947,22822,3,No,12,High,Very High,Very High,22,2,Good,2,2,2,1
29,Karyawan Beratahan,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,Low,Female,97,High,Basic,Research Scientist,Very High,Divorced,3760,5598,1,No,15,High,Low,High,3,5,Excellent,3,2,1,2
41,Karyawan Keluar,Travel_Frequently,143,Sales,4,Bachelor,Marketing,Low,Male,56,High,Advanced,Sales Executive,Medium,Single,9355,9558,1,No,18,High,High,Very High,8,5,Excellent,8,7,7,7
45,Karyawan Beratahan,Travel_Rarely,192,Research & Development,10,College,Life Sciences,Low,Male,69,High,Basic,Research Scientist,Very High,Married,2654,9655,3,No,21,Very High,Very High,Medium,8,3,Good,2,2,0,2
30,Karyawan Beratahan,Travel_Rarely,855,Sales,7,Master,Marketing,Very High,Female,73,High,Advanced,Sales Executive,Low,Divorced,4779,12761,7,No,14,High,Medium,Medium,8,3,Excellent,3,2,0,2
33,Karyawan Beratahan,Travel_Frequently,1146,Sales,25,Bachelor,Medical,Medium,Female,82,High,Advanced,Sales Executive,High,Married,4539,4905,1,No,12,High,Low,Low,10,3,Good,10,7,0,1
33,Karyawan Beratahan,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,Medium,Male,99,High,Basic,Human Resources,High,Married,3600,8429,1,No,13,High,Very High,Low,5,2,Excellent,5,4,1,4
42,Karyawan Beratahan,Travel_Frequently,748,Research & Development,9,College,Medical,Low,Female,74,High,Basic,Laboratory Technician,Very High,Single,3673,16458,1,No,13,High,High,Very High,12,3,Excellent,12,9,5,8
43,Karyawan Beratahan,Travel_Rarely,531,Sales,4,Master,Marketing,Very High,Female,56,Medium,Intermediate ,Sales Executive,Very High,Single,10231,20364,3,No,14,High,Very High,Very High,23,3,Outstanding,21,7,15,17
39,Karyawan Beratahan,Travel_Rarely,466,Research & Development,1,Below College,Life Sciences,Very High,Female,65,Medium,Advanced,Manufacturing Director,Very High,Married,12742,7060,1,No,16,High,High,Low,21,3,Excellent,21,6,11,8
39,Karyawan Beratahan,Travel_Rarely,1431,Research & Development,1,Master,Medical,High,Female,96,High,Basic,Laboratory Technician,High,Divorced,2232,15417,7,No,14,High,High,High,7,1,Excellent,3,2,1,2
35,Karyawan Beratahan,Non-Travel,1212,Sales,8,College,Marketing,High,Female,78,Medium,Intermediate ,Sales Executive,Very High,Married,10377,13755,4,Yes,11,High,Medium,Low,16,6,Good,13,2,4,12
26,Karyawan Keluar,Travel_Rarely,1449,Research & Development,16,Master,Medical,Low,Male,45,High,Basic,Laboratory Technician,Medium,Divorced,2373,14180,2,Yes,13,High,Very High,Low,5,2,Excellent,3,2,0,2
51,Karyawan Beratahan,Travel_Rarely,1178,Sales,14,College,Life Sciences,High,Female,87,High,Advanced,Sales Executive,Very High,Married,4936,14862,4,No,11,High,High,Low,18,2,Good,7,7,0,7
40,Karyawan Beratahan,Travel_Rarely,1202,Research & Development,2,Below College,Medical,Medium,Female,89,Very High,Advanced,Healthcare Representative,High,Divorced,6377,13888,5,No,20,Very High,Medium,High,15,0,Excellent,12,11,11,8
32,Karyawan Beratahan,Travel_Rarely,604,Sales,8,Bachelor,Medical,High,Male,56,Very High,Advanced,Sales Executive,Very High,Married,6209,11693,1,No,15,High,High,Medium,10,4,Outstanding,10,7,0,8
28,Karyawan Beratahan,Travel_Rarely,995,Research & Development,9,Bachelor,Medical,High,Female,77,High,Basic,Research Scientist,High,Divorced,2377,9834,5,No,18,High,Medium,Low,6,2,Excellent,2,2,2,2
40,Karyawan Beratahan,Travel_Rarely,1398,Sales,2,Master,Life Sciences,High,Female,79,High,Advanced,Manager,High,Married,18041,13022,0,No,14,High,Very High,Very High,21,2,Excellent,20,15,1,12
45,Karyawan Beratahan,Travel_Frequently,1249,Research & Development,7,Bachelor,Life Sciences,Low,Male,97,High,Intermediate ,Laboratory Technician,Low,Divorced,5210,20308,1,No,18,High,Low,Low,24,2,Excellent,24,9,9,11
44,Karyawan Beratahan,Travel_Rarely,1315,Research & Development,3,Master,Other,Very High,Male,35,High,Advanced,Manager,Very High,Married,19513,9358,4,Yes,12,High,Low,Low,26,2,Outstanding,2,2,0,1
50,Karyawan Beratahan,Travel_Rarely,1322,Research & Development,28,Bachelor,Life Sciences,Very High,Female,43,High,Advanced,Research Director,Low,Married,16880,22422,4,Yes,11,High,Medium,Very High,25,2,Excellent,3,2,1,2
45,Karyawan Beratahan,Non-Travel,248,Research & Development,23,College,Life Sciences,Very High,Male,42,High,Advanced,Laboratory Technician,Low,Married,3633,14039,1,Yes,15,High,High,Low,9,2,Excellent,9,8,0,8
35,Karyawan Beratahan,Travel_Frequently,853,Sales,18,Doctor,Life Sciences,Medium,Male,71,High,Intermediate ,Sales Executive,Low,Married,9069,11031,1,No,22,Very High,Very High,Low,9,3,Good,9,8,1,8
48,Karyawan Beratahan,Travel_Rarely,855,Research & Development,4,Bachelor,Life Sciences,Very High,Male,54,High,Intermediate ,Manufacturing Director,Very High,Single,7898,18706,1,No,11,High,High,Very High,11,2,Excellent,10,9,0,8
40,Karyawan Beratahan,Travel_Rarely,1300,Research & Development,24,College,Technical Degree,Low,Male,62,High,Advanced,Research Scientist,Very High,Divorced,3319,24447,1,No,17,High,Low,Medium,9,3,Excellent,9,8,4,7
42,Karyawan Beratahan,Travel_Rarely,544,Human Resources,2,Below College,Technical Degree,High,Male,52,High,Basic,Human Resources,High,Divorced,2696,24017,0,Yes,11,High,High,Low,4,5,Excellent,3,2,1,0
21,Karyawan Beratahan,Travel_Rarely,996,Research & Development,3,College,Medical,Very High,Male,100,Medium,Basic,Research Scientist,High,Single,3230,10531,1,No,17,High,Low,Very High,3,4,Outstanding,3,2,1,0
38,Karyawan Beratahan,Travel_Rarely,268,Research & Development,2,Doctor,Medical,Very High,Male,92,High,Basic,Research Scientist,High,Married,3057,20471,6,Yes,13,High,Medium,Low,6,0,Low,1,0,0,1
35,Karyawan Beratahan,Travel_Rarely,1142,Research & Development,23,Master,Medical,High,Female,30,High,Basic,Laboratory Technician,Low,Married,4014,16002,3,Yes,15,High,High,Low,4,3,Excellent,2,2,2,2
28,Karyawan Keluar,Travel_Rarely,1157,Research & Development,2,Master,Medical,Low,Male,84,Low,Basic,Research Scientist,Very High,Married,3464,24737,5,Yes,13,High,Very High,Very High,5,4,Good,3,2,2,2
53,Karyawan Beratahan,Travel_Rarely,1376,Sales,2,College,Medical,High,Male,45,High,Advanced,Manager,High,Divorced,14852,13938,6,No,13,High,High,Low,22,3,Outstanding,17,13,15,2
35,Karyawan Beratahan,Travel_Frequently,200,Research & Development,18,College,Life Sciences,High,Male,60,High,Intermediate ,Manufacturing Director,Very High,Single,9362,19944,2,No,11,High,High,Very High,10,2,Excellent,2,2,2,2
36,Karyawan Beratahan,Travel_Frequently,1480,Research & Development,3,College,Medical,Very High,Male,30,High,Basic,Laboratory Technician,Medium,Single,2088,15062,4,No,12,High,High,Very High,13,3,Good,8,7,7,2
36,Karyawan Beratahan,Travel_Rarely,1223,Research & Development,8,Bachelor,Technical Degree,High,Female,59,High,Intermediate ,Healthcare Representative,High,Divorced,10096,8202,1,No,13,High,Medium,High,17,2,Excellent,17,14,12,8
59,Karyawan Beratahan,Travel_Rarely,715,Research & Development,2,Bachelor,Life Sciences,High,Female,69,Medium,Advanced,Manufacturing Director,Very High,Single,13726,21829,3,Yes,13,High,Low,Very High,30,4,Excellent,5,3,4,3
